,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
1733,4,2.0,2.0,2.0,283.0,2,1125,8
1734,2,1.0,1.0,1.0,171.0,2,1125,18
1735,4,1.0,1.0,1.0,219.0,91,1125,1
1736,4,2.0,2.0,2.0,382.0,2,1125,29
1737,2,0.0,1.0,1.0,160.0,3,60,10
1738,1,0.0,1.0,1.0,50.0,91,1125,89
1739,2,0.0,1.0,1.0,123.0,2,1125,7
1740,2,1.0,1.0,1.0,201.0,2,1125,6
1741,2,0.0,1.0,1.0,125.0,2,1125,11
1742,2,0.0,1.0,1.0,144.0,2,1125,16
1743,2,0.0,1.0,1.0,134.0,2,1125,17
1744,2,0.0,1.0,1.0,144.0,2,1125,10
1745,2,1.0,1.0,1.0,189.0,2,1125,6
1746,2,1.0,1.0,1.0,120.0,2,14,53
1747,2,1.0,1.0,1.0,168.0,2,1125,39
1748,2,0.0,1.0,1.0,127.0,2,1125,11
1749,1,1.0,1.0,1.0,50.0,91,1125,4
1750,2,1.0,1.0,1.0,169.0,2,1125,27
1751,2,1.0,1.0,1.0,172.0,2,1125,15
1752,2,1.0,1.0,1.0,160.0,2,1125,21
1753,4,0.0,1.0,1.0,195.0,1,35,100
1754,8,3.0,2.0,4.0,175.0,32,180,25
1755,7,3.0,2.0,4.0,175.0,32,90,30
1756,6,3.0,2.5,4.0,50.0,1,14,15
1757,2,1.0,1.0,1.0,200.0,2,1125,119
1758,4,1.0,1.0,1.0,195.0,2,7,121
1759,2,1.0,1.0,1.0,80.0,91,1125,116
1760,2,1.0,1.0,1.0,80.0,91,1125,83
1761,2,1.0,1.0,1.0,80.0,91,1125,79
1762,6,3.0,3.0,3.0,500.0,91,1125,1
1763,4,1.0,2.0,2.0,29.0,2,1125,61
1764,4,1.0,2.0,2.0,29.0,2,14,49
1765,4,2.0,1.0,2.0,315.0,3,45,32
1766,3,1.0,1.0,1.0,222.0,91,1125,5
1767,4,1.0,2.0,2.0,19.0,2,1125,64
1768,6,3.0,2.0,3.0,295.0,91,1125,36
1769,2,1.0,1.5,1.0,100.0,2,14,64
1770,2,1.0,1.0,1.0,63.0,91,1125,39
1771,4,3.0,1.5,3.0,127.0,90,180,22
1772,7,3.0,1.0,3.0,353.0,91,1125,14
1773,7,3.0,1.0,3.0,325.0,91,1125,14
1774,2,1.0,1.0,1.0,120.0,28,365,105
1775,4,2.0,1.0,2.0,167.0,2,1125,13
1776,4,2.0,1.0,2.0,161.0,2,1125,37
1777,2,1.0,1.0,1.0,147.0,2,1125,17
1778,2,1.0,1.0,1.0,148.0,2,1125,18
1779,2,1.0,1.0,1.0,142.0,2,1125,5
1780,4,2.0,2.0,2.0,300.0,30,1125,2
1781,1,1.0,1.0,1.0,25.0,91,1125,1
1782,2,1.0,1.0,1.0,60.0,91,150,14
1783,4,0.0,1.0,1.0,199.0,91,365,1
1784,4,2.0,2.0,2.0,95.0,2,30,82
1785,2,1.0,1.0,1.0,90.0,91,120,20
1786,3,1.0,1.0,2.0,239.0,91,1125,9
1787,2,1.0,1.0,1.0,250.0,30,1125,6
1788,5,1.0,1.0,2.0,500.0,91,1125,2
1789,2,1.0,1.0,1.0,250.0,91,1125,0
1790,4,2.0,2.0,4.0,280.0,30,1125,10
1791,4,2.0,1.0,2.0,145.0,2,1124,68
1792,6,3.0,1.0,3.0,140.0,91,200,8
1793,1,1.0,1.0,1.0,40.0,30,1125,0
1794,16,5.0,2.0,11.0,275.0,2,1125,11
1795,5,2.0,2.0,3.0,199.0,29,1125,0
1796,7,3.0,2.0,4.0,239.0,91,1125,11
1797,3,3.0,1.0,3.0,120.0,30,1125,0
1798,6,2.0,2.0,3.0,300.0,2,1125,100
1799,2,1.0,1.0,1.0,220.0,30,1125,2
1800,1,1.0,1.0,1.0,39.0,30,1125,2
1801,1,1.0,1.0,1.0,39.0,30,1124,0
1802,3,0.0,1.0,2.0,209.0,3,1125,0
1803,7,3.0,2.0,4.0,499.0,29,1125,6
1804,2,1.0,1.0,1.0,79.0,1,1125,121
1805,2,1.0,1.0,1.0,79.0,1,1125,153
1806,2,1.0,1.0,1.0,79.0,1,1125,125
1807,2,1.0,1.0,1.0,79.0,1,1125,111
1808,3,0.0,1.0,1.0,325.0,91,1125,1
1809,2,1.0,1.0,1.0,56.0,2,365,92
1810,1,3.0,1.0,1.0,165.0,91,1125,56
1811,3,0.0,1.0,1.0,125.0,600,1125,0
1812,4,2.0,1.0,2.0,330.0,91,1125,11
1813,2,1.0,1.0,1.0,75.0,91,100,12
1814,4,0.0,1.0,2.0,180.0,33,1125,12
1815,4,2.0,2.0,2.0,400.0,91,1125,3
1816,4,2.0,2.0,2.0,400.0,91,1125,7
1817,3,1.0,1.0,1.0,199.0,91,1125,1
1818,3,1.0,1.0,1.0,199.0,91,1125,8
1819,2,1.0,1.0,1.0,100.0,1,50,113
1820,4,1.0,1.0,2.0,180.0,91,1125,86
1821,5,2.0,1.0,3.0,140.0,29,60,70
1822,4,2.0,1.0,2.0,265.0,1,64,26
1823,4,1.0,1.0,1.0,180.0,33,1125,3
1824,5,3.0,1.0,3.0,115.0,2,1124,70
1825,2,1.0,1.5,1.0,69.0,2,27,72
1826,6,2.0,1.0,2.0,250.0,1,1125,57
1827,3,1.0,1.0,2.0,213.0,29,1125,0
1828,3,1.0,1.0,2.0,213.0,29,1125,0
1829,3,1.0,1.0,2.0,213.0,29,1125,0
1830,2,1.0,1.0,1.0,86.0,91,140,0
1831,2,0.0,1.0,1.0,180.0,33,1125,8
1832,5,2.0,2.0,3.0,298.0,29,1125,0
1833,5,2.0,2.0,3.0,298.0,91,1125,1
1834,5,2.0,2.0,3.0,298.0,29,1125,0
1835,3,1.0,1.0,1.0,98.0,1,14,82
1836,4,2.0,1.0,2.0,85.0,91,250,78
1837,2,1.0,1.0,1.0,100.0,29,60,1
1838,5,2.0,2.0,3.0,599.0,29,1125,2
1839,3,1.0,1.0,0.0,100.0,2,1125,53
1840,4,2.0,1.0,2.0,179.0,153,365,0
1841,4,2.0,1.5,3.0,100.0,91,1125,3
1842,5,2.0,2.0,3.0,199.0,29,1125,1
1843,5,2.0,2.0,3.0,199.0,29,1125,0
1844,5,2.0,2.0,3.0,199.0,29,1125,1
1845,7,3.0,2.0,4.0,239.0,91,1125,11
1846,7,3.0,2.0,4.0,239.0,29,1125,1
1847,7,3.0,2.0,4.0,239.0,91,1125,9
1848,2,0.0,1.0,2.0,289.0,91,1125,0
1849,2,0.0,1.0,2.0,289.0,91,1125,0
1850,16,5.0,2.0,8.0,450.0,2,28,69
1851,5,1.0,2.0,2.0,64.0,2,1125,53
1852,4,2.0,1.0,2.0,400.0,91,1125,10
1853,4,2.0,1.0,2.0,400.0,91,1125,7
1854,4,2.0,2.0,2.0,400.0,91,1125,4
1855,4,2.0,2.0,2.0,400.0,91,1125,1
1856,2,1.0,2.0,1.0,50.0,2,1125,41
1857,7,3.0,2.0,4.0,599.0,29,1125,5
1858,5,2.0,2.0,0.0,699.0,29,1125,0
1859,4,2.0,2.0,2.0,300.0,30,1125,2
1860,6,3.0,3.0,5.0,240.0,2,21,124
1861,2,1.0,1.0,1.0,60.0,1,1125,23
1862,2,1.0,1.0,1.0,45.0,91,1125,2
1863,7,4.0,3.0,3.0,400.0,2,1125,7
1864,6,1.0,1.0,5.0,150.0,2,29,58
1865,5,2.0,2.0,3.0,289.0,10,1125,0
1866,7,3.0,2.0,3.0,319.0,3,1125,2
1867,7,3.0,2.0,4.0,309.0,3,1125,3
1868,7,3.0,2.0,4.0,349.0,9,1125,2
1869,5,2.0,2.0,2.0,299.0,3,1125,0
1870,3,1.0,1.0,2.0,80.0,2,60,39
1871,1,1.0,1.0,1.0,50.0,3,1125,11
1872,4,1.0,1.0,1.0,90.0,2,15,9
1873,5,1.0,1.0,3.0,130.0,2,15,17
1874,3,1.0,1.0,1.0,86.0,1,1125,42
1875,1,0.0,1.0,1.0,67.0,1,1125,54
1876,2,1.0,1.0,1.0,111.0,91,1125,1
1877,2,0.0,1.0,1.0,150.0,1,1124,37
1878,4,1.0,1.5,2.0,45.0,28,1125,14
1879,4,2.0,1.0,3.0,68.0,91,1125,0
1880,2,1.0,1.0,2.0,120.0,91,1125,77
1881,1,1.0,1.0,1.0,50.0,91,1125,5
1882,6,2.0,1.0,2.0,170.0,1,1125,46
1883,6,2.0,1.5,2.0,175.0,32,90,38
1884,6,3.0,2.0,3.0,100.0,2,1125,19
1885,1,1.0,2.0,1.0,75.0,1,14,127
1886,4,2.0,2.0,3.0,280.0,30,1125,6
1887,4,2.0,2.0,3.0,250.0,91,1125,13
1888,4,2.0,1.0,1.0,125.0,1,14,52
1889,2,0.0,1.0,1.0,150.0,91,1125,24
1890,4,1.0,1.0,1.0,125.0,1,90,83
1891,3,1.0,1.0,1.0,100.0,1,10,117
1892,2,0.0,1.0,1.0,120.0,91,1125,71
1893,2,0.0,1.0,1.0,150.0,91,1125,58
1894,2,0.0,1.0,1.0,170.0,91,1125,27
1895,5,1.0,1.0,2.0,209.0,1,90,20
1896,5,1.0,1.0,2.0,199.0,1,90,40
1897,5,1.0,1.0,2.0,199.0,1,90,40
1898,3,1.0,1.0,3.0,219.0,1,1125,8
1899,5,1.0,1.0,1.0,249.0,1,1125,11
1900,3,0.0,1.0,1.0,199.0,91,1125,12
1901,3,1.0,1.0,1.0,199.0,91,1125,12
1902,3,0.0,1.0,1.0,199.0,91,1125,16
1903,1,1.0,1.0,1.0,59.0,1,1125,200
1904,3,1.0,1.0,1.0,199.0,91,1125,20
1905,3,1.0,1.0,1.0,199.0,91,1125,4
1906,3,0.0,1.0,1.0,199.0,91,1125,13
1907,3,0.0,1.0,2.0,200.0,2,1125,35
1908,1,1.0,1.5,1.0,21.0,31,800,11
1909,4,2.0,1.0,2.0,155.0,91,1125,0
1910,4,1.0,1.0,1.0,80.0,2,1125,23
1911,4,2.0,2.0,2.0,400.0,91,1125,24
1912,4,1.0,1.0,2.0,189.0,1,1124,92
1913,1,1.0,1.5,1.0,32.0,31,800,18
1914,1,1.0,1.5,1.0,32.0,31,800,18
1915,9,3.0,2.0,7.0,750.0,5,1125,8
1916,3,1.0,1.5,2.0,175.0,91,1125,9
1917,1,1.0,1.0,1.0,40.0,91,1125,1
1918,5,2.0,2.0,2.0,289.0,3,1125,0
1919,2,1.0,1.0,1.0,140.0,91,1123,0
1920,1,1.0,2.0,1.0,85.0,91,365,11
1921,3,1.0,1.0,2.0,63.0,91,200,17
1922,2,0.0,1.0,1.0,105.0,91,1125,10
1923,2,1.0,2.0,1.0,80.0,2,5,126
1924,2,1.0,2.0,1.0,80.0,2,7,123
1925,2,0.0,2.0,1.0,56.0,1,90,0
1926,4,2.0,1.0,2.0,299.0,1,1125,2
1927,2,1.0,1.0,1.0,159.0,1,1125,78
1928,2,1.0,1.0,1.0,159.0,1,1125,51
1929,3,1.0,1.5,2.0,50.0,91,1125,7
1930,4,2.0,1.0,2.0,100.0,2,31,6
1931,6,3.0,3.5,6.0,575.0,91,1125,3
1932,1,1.0,1.0,1.0,198.0,91,365,0
1933,4,2.0,1.0,2.0,255.0,1,1125,44
1934,2,1.0,1.0,1.0,175.0,2,15,51
1935,4,2.0,2.0,2.0,300.0,2,1125,12
1936,4,2.0,1.0,2.0,150.0,1,11,14
1937,2,1.0,1.5,1.0,49.0,28,1125,24
1938,4,1.0,1.0,2.0,225.0,2,1124,87
1939,6,1.0,1.5,4.0,75.0,91,1125,26
1940,1,1.0,1.0,1.0,68.0,91,365,11
1941,8,4.0,2.5,5.0,700.0,4,1125,13
1942,2,1.0,2.0,1.0,77.0,91,1123,10
1943,2,1.0,2.0,1.0,82.0,91,1122,21
1944,2,1.0,2.0,1.0,112.0,91,1123,8
1945,2,1.0,2.0,1.0,65.0,91,1123,14
1946,2,1.0,2.0,1.0,65.0,91,1125,19
1947,2,1.0,2.0,1.0,69.0,91,1123,21
1948,4,1.0,1.0,2.0,150.0,91,1125,110
1949,10,2.0,2.0,10.0,300.0,1,1124,56
1950,3,0.0,1.0,1.0,99.0,91,1125,30
1951,10,3.0,3.0,5.0,325.0,91,1125,60
1952,2,1.0,1.0,1.0,296.0,91,1125,0
1953,4,2.0,1.0,3.0,287.0,91,1125,1
1954,16,5.0,2.0,9.0,267.0,2,1125,22
1955,4,0.0,1.0,1.0,159.0,1,1125,124
1956,4,1.0,2.0,2.0,65.0,2,1125,23
1957,4,1.0,2.0,2.0,59.0,2,1125,19
1958,5,1.0,2.0,2.0,73.0,2,1125,19
1959,2,0.0,1.0,1.0,130.0,91,1125,6
1960,4,1.0,2.0,2.0,60.0,2,1125,25
1961,2,1.0,2.0,1.0,47.0,2,1125,13
1962,2,0.0,1.0,1.0,186.0,91,1125,7
1963,3,0.0,1.0,1.0,186.0,91,1125,1
1964,4,0.0,1.0,1.0,186.0,91,1125,7
1965,4,0.0,1.0,1.0,186.0,91,1125,7
1966,2,0.0,1.0,1.0,186.0,91,1125,2
1967,2,0.0,1.0,1.0,186.0,91,1125,4
1968,4,0.0,1.0,1.0,186.0,91,1125,4
1969,4,0.0,1.0,1.0,186.0,91,1125,4
1970,4,0.0,1.0,1.0,186.0,91,1125,0
1971,1,1.0,1.0,1.0,235.0,91,1124,1
1972,4,1.0,1.5,1.0,50.0,2,6,41
1973,4,1.0,1.0,1.0,73.0,91,1125,1
1974,4,0.0,1.0,1.0,186.0,91,1125,0
1975,4,0.0,1.0,1.0,186.0,91,1125,0
1976,4,0.0,1.0,1.0,186.0,91,1125,1
1977,2,1.0,1.0,1.0,65.0,91,1125,55
1978,2,1.0,1.0,1.0,125.0,91,365,93
1979,2,1.0,1.0,1.0,75.0,1,27,65
1980,4,2.0,1.0,2.0,220.0,91,1117,4
1981,2,1.0,2.0,1.0,77.0,91,1125,31
1982,3,1.0,1.0,1.0,150.0,91,1125,7
1983,2,1.0,1.0,1.0,55.0,91,1125,4
1984,4,2.0,2.0,2.0,400.0,91,1125,7
1985,4,2.0,2.0,2.0,400.0,91,1125,9
1986,4,2.0,2.0,2.0,400.0,91,1125,6
1987,4,1.0,1.0,1.0,250.0,29,1125,43
1988,2,1.0,1.0,1.0,86.0,2,1125,53
1989,3,1.0,1.0,1.0,289.0,91,1125,7
1990,4,2.0,1.0,2.0,289.0,91,1125,4
1991,7,1.0,2.0,2.0,175.0,1,1124,39
1992,2,1.0,1.0,1.0,48.0,91,1125,67
1993,2,1.0,1.0,2.0,48.0,2,1125,96
1994,2,1.0,1.0,1.0,48.0,91,1125,109
1995,2,2.0,1.0,2.0,90.0,1,64,71
1996,1,1.0,1.0,0.0,150.0,91,1125,33
1997,2,1.0,1.0,1.0,100.0,2,28,43
1998,4,1.0,1.0,2.0,73.0,1,2,95
1999,1,1.0,1.0,1.0,60.0,1,11,61
2000,4,2.0,1.5,2.0,184.0,2,1125,10
2001,4,2.0,2.0,2.0,184.0,2,1125,27
2002,2,1.0,1.0,1.0,65.0,91,365,4
2003,5,2.0,2.0,2.0,189.0,2,365,15
2004,3,2.0,2.0,3.0,149.0,28,300,22
2005,1,1.0,1.5,1.0,45.0,91,1125,3
2006,2,1.0,1.0,3.0,15.0,2,7,33
2007,4,1.0,1.0,2.0,45.0,1,1125,82
2008,4,1.0,1.0,2.0,63.0,1,5,84
2009,8,4.0,2.5,5.0,399.0,2,1125,7
2010,2,1.0,1.0,1.0,128.0,2,1125,11
2011,4,2.0,2.0,2.0,184.0,2,1125,11
2012,4,2.0,2.0,2.0,185.0,2,1125,13
2013,4,2.0,1.5,2.0,184.0,2,1125,12
2014,4,2.0,1.0,4.0,73.0,1,1125,177
2015,4,1.0,1.0,2.0,125.0,1,90,80
2016,3,1.0,1.0,1.0,199.0,91,1125,5
2017,5,1.0,1.0,3.0,125.0,31,1125,3
2018,3,1.0,1.0,2.0,195.0,2,360,17
2019,3,1.0,1.0,3.0,70.0,1,21,164
2020,4,1.0,1.0,2.0,120.0,91,1125,36
2021,4,1.0,1.0,2.0,85.0,91,1125,42
2022,1,1.0,1.0,1.0,30.0,91,100,18
2023,2,1.0,1.0,1.0,45.0,91,1125,77
2024,2,1.0,1.0,1.0,74.0,91,1125,81
2025,3,0.0,1.0,1.0,200.0,91,1125,56
2026,2,1.0,2.0,1.0,80.0,91,1125,48
2027,1,1.0,1.5,1.0,45.0,91,1125,3
2028,6,1.0,1.0,3.0,239.0,1,1125,30
2029,4,2.0,1.0,2.0,109.0,91,1125,14
2030,4,1.0,1.0,2.0,229.0,1,1125,9
2031,2,1.0,1.5,1.0,128.0,1,14,45
2032,2,0.0,1.0,1.0,167.0,91,1125,89
2033,2,1.0,2.5,1.0,111.0,1,1125,136
2034,2,1.0,1.0,1.0,44.0,1,21,82
2035,2,1.0,2.0,1.0,81.0,2,30,78
2036,2,1.0,1.0,2.0,53.0,1,15,60
2037,3,1.0,1.0,2.0,200.0,2,7,27
2038,3,1.0,1.0,1.0,168.0,91,1125,61
2039,4,2.0,1.0,2.0,150.0,2,7,96
2040,2,1.0,1.0,1.0,44.0,1,45,86
2041,2,1.0,1.0,1.0,200.0,2,12,10
2042,2,1.0,1.0,1.0,45.0,91,1125,13
2043,2,1.0,1.0,2.0,50.0,91,1125,9
2044,4,2.0,1.0,2.0,295.0,30,1000,1
2045,5,3.0,2.5,3.0,175.0,2,1125,3
2046,5,2.0,2.0,3.0,175.0,1,30,190
2047,5,2.0,2.0,3.0,499.0,9,1125,0
2048,5,2.0,1.0,3.0,199.0,29,1125,1
2049,5,2.0,1.0,3.0,199.0,29,1125,0
2050,5,2.0,1.0,3.0,199.0,29,1125,1
2051,5,2.0,1.0,3.0,199.0,29,1125,1
2052,5,2.0,1.0,3.0,199.0,29,1125,1
2053,5,2.0,2.0,3.0,199.0,29,1125,0
2054,5,2.0,2.0,3.0,199.0,29,1125,0
2055,5,2.0,2.0,3.0,199.0,29,1125,2
2056,5,2.0,2.0,3.0,199.0,29,1125,1
2057,5,2.0,2.0,3.0,199.0,29,1125,2
2058,5,2.0,2.0,3.0,199.0,29,1125,0
2059,3,1.0,1.0,2.0,85.0,31,180,72
2060,4,2.0,1.0,3.0,325.0,2,1125,45
2061,12,6.0,4.0,8.0,750.0,28,1125,7
2062,4,2.0,1.5,2.0,160.0,91,1125,11
2063,8,3.0,2.0,4.0,241.0,2,1125,55
2064,4,2.0,1.0,2.0,164.0,2,1125,12
2065,6,2.0,1.0,3.0,168.0,2,1125,20
2066,4,1.0,1.0,2.0,249.0,2,1125,32
2067,4,1.0,1.0,3.0,249.0,2,1125,31
2068,2,1.0,1.0,1.0,300.0,91,1125,11
2069,2,2.0,1.0,2.0,160.0,30,30,0
2070,3,1.0,1.0,1.0,145.0,91,1125,10
2071,4,1.0,1.0,2.0,125.0,28,1125,12
2072,4,2.0,1.0,2.0,125.0,1,90,60
2073,1,1.0,2.5,1.0,90.0,1,1125,136
2074,3,1.0,1.0,2.0,49.0,1,1125,45
2075,6,3.0,2.0,3.0,375.0,3,25,52
2076,6,2.0,1.0,2.0,205.0,91,1125,111
2077,4,1.0,1.0,2.0,150.0,3,1125,64
2078,1,1.0,1.0,1.0,69.0,29,1125,14
2079,6,3.0,2.0,3.0,270.0,3,1125,73
2080,4,2.0,1.0,3.0,220.0,91,365,40
2081,2,2.0,1.0,2.0,98.0,30,182,0
2082,1,1.0,1.0,1.0,59.0,29,1125,8
2083,2,1.0,1.0,1.0,55.0,91,1125,14
2084,2,1.0,1.0,1.0,75.0,91,1125,18
2085,4,2.0,2.0,3.0,241.0,30,1125,4
2086,1,1.0,1.0,1.0,49.0,29,1125,10
2087,1,1.0,1.0,1.0,49.0,40,1125,1
2088,1,1.0,1.0,1.0,49.0,29,1125,6
2089,1,1.0,1.0,1.0,49.0,29,1125,8
2090,2,0.0,1.0,0.0,40.0,91,1125,19
2091,2,1.0,2.5,1.0,111.0,1,20,139
2092,3,1.0,1.0,1.0,160.0,91,1125,39
2093,5,2.0,2.0,2.0,299.0,1,1125,67
2094,2,1.0,1.0,1.0,95.0,1,27,39
2095,2,1.0,1.0,1.0,75.0,1,28,70
2096,3,1.0,1.0,3.0,100.0,2,1125,96
2097,2,1.0,1.0,1.0,220.0,30,1125,3
2098,3,1.0,1.0,1.0,60.0,1,5,86
2099,2,1.0,1.0,1.0,75.0,1,26,56
2100,5,2.0,2.0,2.0,299.0,28,365,23
2101,4,2.0,1.0,3.0,85.0,2,15,42
2102,2,1.0,1.0,1.0,115.0,91,365,49
2103,3,1.0,1.0,1.0,199.0,91,1125,8
2104,6,3.0,2.5,3.0,259.0,2,1125,30
2105,16,5.0,3.0,11.0,350.0,91,1125,70
2106,8,5.0,2.0,8.0,650.0,1,30,79
2107,16,6.0,3.5,14.0,400.0,91,180,67
2108,2,1.0,1.0,1.0,65.0,91,1125,19
2109,1,1.0,2.0,1.0,45.0,91,1125,1
2110,4,1.0,1.0,2.0,249.0,2,1125,28
2111,7,3.0,1.0,3.0,329.0,91,1125,25
2112,7,3.0,1.0,3.0,329.0,91,1125,4
2113,2,0.0,1.0,1.0,110.0,91,1125,0
2114,1,1.0,2.5,1.0,80.0,2,90,21
2115,3,1.0,1.0,1.0,199.0,91,1125,21
2116,3,1.0,1.0,1.0,199.0,91,1125,3
2117,2,1.0,1.0,1.0,170.0,2,90,16
2118,1,1.0,1.5,1.0,24.0,31,800,2
2119,2,1.0,1.0,1.0,257.0,92,1125,1
2120,2,1.0,1.0,1.0,110.0,91,365,31
2121,6,2.0,1.0,3.0,181.0,2,1125,23
2122,2,1.0,1.0,1.0,250.0,4,1125,100
2123,3,1.0,1.0,1.0,199.0,91,1125,1
2124,6,3.0,1.0,5.0,259.0,91,1125,44
2125,2,1.0,1.0,1.0,258.0,92,1125,0
2126,8,3.0,1.0,4.0,228.0,2,1125,31
2127,4,2.0,1.0,2.0,163.0,2,1125,15
2128,5,2.0,1.0,3.0,161.0,2,1125,19
2129,4,2.0,1.0,2.0,167.0,2,1125,7
2130,6,3.0,1.0,3.0,292.0,2,1125,28
2131,4,2.0,1.0,2.0,163.0,2,1125,19
2132,4,2.0,1.0,2.0,164.0,2,1125,25
2133,4,0.0,1.0,2.0,90.0,3,1125,73
2134,3,0.0,1.0,1.0,150.0,91,369,57
2135,6,2.0,1.0,3.0,200.0,28,1125,30
2136,2,1.0,1.0,1.0,282.0,92,1125,0
2137,3,0.0,1.0,1.0,199.0,91,1125,2
2138,3,0.0,1.0,1.0,199.0,91,1125,4
2139,3,0.0,1.0,1.0,199.0,91,1125,5
2140,3,0.0,1.0,1.0,199.0,91,1125,4
2141,3,0.0,1.0,1.0,199.0,91,1125,1
2142,2,1.0,2.0,1.0,99.0,91,1125,21
2143,2,1.0,1.0,1.0,99.0,2,1125,41
2144,8,1.0,1.0,3.0,250.0,1,10,68
2145,9,3.0,2.0,4.0,299.0,2,1125,33
2146,8,3.0,1.0,4.0,284.0,2,1125,28
2147,12,5.0,1.0,5.0,300.0,400,400,0
2148,2,1.0,1.0,1.0,45.0,2,90,32
2149,4,1.0,1.0,2.0,45.0,2,120,30
2150,2,1.0,1.0,1.0,45.0,2,90,54
2151,1,1.0,1.0,1.0,55.0,91,1125,1
2152,4,2.0,1.5,2.0,184.0,2,1125,6
2153,1,1.0,1.0,1.0,87.0,91,365,8
2154,6,3.0,2.5,4.0,149.0,2,1125,33
2155,3,1.0,1.0,2.0,383.0,91,1125,96
2156,2,1.0,1.5,1.0,60.0,91,1125,62
2157,10,4.0,2.5,5.0,219.0,91,1125,60
2158,1,1.0,1.0,1.0,125.0,14,28,0
2159,2,1.0,1.0,1.0,60.0,91,1125,85
2160,2,2.0,1.0,2.0,109.0,91,180,0
2161,2,1.0,1.0,1.0,95.0,91,120,28
2162,2,1.0,1.0,1.0,75.0,91,1125,22
2163,2,1.0,1.0,1.0,75.0,91,1125,28
2164,4,1.0,1.0,1.0,599.0,91,1125,1
2165,6,2.0,1.0,3.0,176.0,2,1125,38
2166,2,1.0,1.0,1.0,197.0,2,1125,1
2167,2,1.0,1.0,1.0,70.0,2,5,35
2168,12,2.0,2.0,7.0,250.0,2,1125,48
2169,2,1.0,1.0,1.0,239.0,92,1125,2
2170,2,0.0,1.0,1.0,99.0,1,1124,54
2171,4,2.0,1.0,2.0,150.0,91,120,0
2172,3,1.0,1.0,1.0,107.0,91,120,0
2173,3,1.0,1.0,1.0,97.0,91,120,0
2174,2,0.0,1.0,1.0,70.0,91,120,0
2175,1,1.0,1.0,1.0,65.0,91,120,20
2176,5,2.0,1.0,2.0,175.0,91,1125,110
2177,2,1.0,1.0,1.0,80.0,91,120,17
2178,5,2.0,1.0,3.0,195.0,91,1125,132
2179,4,2.0,1.0,2.0,167.0,91,1125,138
2180,2,1.0,1.0,1.0,125.0,92,1125,2
2181,2,1.0,1.0,1.0,87.0,91,365,2
2182,2,1.0,1.0,1.0,40.0,1,1125,139
2183,2,1.0,1.0,1.0,45.0,91,1125,1
2184,3,1.0,1.0,1.0,99.0,2,36,13
2185,2,1.0,1.0,0.0,100.0,1,7,14
2186,2,1.0,1.5,1.0,49.0,1,60,133
2187,2,1.0,1.5,2.0,32.0,31,800,2
2188,2,1.0,1.5,1.0,68.0,2,32,23
2189,3,2.0,1.0,2.0,179.0,1,7,99
2190,2,1.0,1.0,1.0,58.0,1,7,7
2191,1,1.0,1.0,1.0,53.0,1,7,11
2192,3,1.0,1.0,1.0,399.0,91,365,0
2193,3,1.0,1.0,1.0,399.0,91,365,0
2194,2,1.0,1.5,1.0,50.0,1,60,106
2195,2,1.0,2.0,1.0,50.0,1,1125,29
2196,1,1.0,1.0,1.0,36.0,91,1125,5
2197,1,1.0,1.0,1.0,31.0,91,1125,4
2198,5,2.0,1.0,2.0,200.0,2,90,30
2199,2,1.0,2.0,1.0,77.0,1,1125,10
2200,4,2.0,1.5,2.0,181.0,2,1125,3
2201,2,1.0,2.0,1.0,50.0,1,1125,35
2202,3,1.0,1.0,1.0,100.0,91,1125,28
2203,2,1.0,2.0,1.0,50.0,1,1125,33
2204,1,1.0,1.0,1.0,120.0,1,90,68
2205,6,0.0,1.0,3.0,229.0,1,1125,40
2206,2,1.0,1.0,1.0,51.0,1,14,146
2207,2,1.0,1.0,1.0,50.0,91,1125,86
2208,2,1.0,1.0,1.0,51.0,1,14,147
2209,6,2.0,1.0,4.0,200.0,2,1125,21
2210,2,1.0,2.0,1.0,50.0,1,1125,37
2211,1,1.0,1.0,1.0,44.0,1,180,33
2212,1,1.0,1.0,1.0,44.0,1,180,13
2213,1,1.0,1.0,1.0,44.0,1,180,16
2214,2,1.0,1.0,1.0,54.0,1,180,42
2215,2,2.0,1.0,2.0,180.0,30,1125,1
2216,2,1.0,2.0,1.0,159.0,1,1125,11
2217,2,1.0,1.0,1.0,150.0,2,1125,48
2218,2,1.0,1.0,1.0,95.0,1,30,90
2219,2,1.0,1.0,1.0,150.0,91,1125,6
2220,6,2.0,1.0,2.0,165.0,1,1125,11
2221,3,1.0,1.0,1.0,89.0,1,1125,17
2222,4,2.0,1.0,2.0,275.0,2,180,32
2223,2,1.0,1.0,1.0,46.0,2,4,3
2224,8,2.0,1.0,3.0,191.0,2,30,42
2225,2,0.0,1.0,1.0,105.0,91,1124,6
2226,4,2.0,1.0,2.0,125.0,1,90,45
2227,2,0.0,1.0,1.0,144.0,91,1125,2
2228,2,0.0,1.0,1.0,99.0,91,1125,1
2229,6,3.0,2.0,3.0,350.0,2,1125,29
2230,3,1.0,1.0,2.0,209.0,9,1125,0
2231,5,2.0,2.0,3.0,249.0,9,1125,4
2232,5,2.0,2.0,3.0,249.0,9,1125,1
2233,5,2.0,2.0,3.0,249.0,9,1125,0
2234,2,0.0,1.0,1.0,81.0,1,10,118
2235,6,3.0,2.0,4.0,329.0,3,1125,4
